Interview number,SECTOR,REGION,DISTRICT,PARISH,Language,Role in Business,What is your role in the business?,Age of owner,Gender of owner,Nationality of owner,Primary Activity,Secondary Activity,How long has the business been operating?,Legal status,What is the current legal status of the business? SINGLE ANSWER,Where business operates from,Where does the business mainly operate from? SINGLE ANSWER,Keeping all physical receipts in an organized manner,Book keeping for revenues (but not necessarily expenditures),Do full financials (Revenue and expense excluding tax accounting),4 Do full financials (Revenue and expense including tax accounting),Firms total sales
581,TRANSPORT & STORAGE,KAMPALA,KAMPALA,NATEETE,English,Manager,,25-34,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,7,Publicly listed company (PLC),,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,500000
582,RECREATION & PERSONAL,KAMPALA,KAMPALA,BUSEGA,English,Owner,,35-50,Female,Ugandan,"Creative, arts and entertainment activities",Education,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,1,1,2000000
583,EDUCATION & HEALTH,KAMPALA,KAMPALA,BUSEGA,English,Owner,,25-34,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,900000
584,REAL ESTATE,KAMPALA,KAMPALA,KIWATULE (KIWANDE),English,Owner,,35-50,Male,Ugandan,Rental and leasing activities,Education,2,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,200000
586,INFORMATION & COMMUNICATION,KAMPALA,KAMPALA,MENGO,English,Manager,,25-34,Male,Ugandan,"Motion picture, video and television programme production, sound recording and m","Retail trade, except of motor vehicles and motorcycles",5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,2500000
587,FOOD PROCESSING,KAMPALA,KAMPALA,KAMWOKYA II,English,Owner,,35-50,Male,Ugandan,Food and beverage service activities,,1,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,100000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,TRADING,KAMPALA,KAMPALA,BANDA,English,Other (please state),Supervisor,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,2000000
590,RECREATION & PERSONAL,CENTRAL,BUIKWE,NJERU EAST,English,Owner,,35-50,Male,Ugandan,"Motion picture, video and television programme production, sound recording and m",,14,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,150000
591,EDUCATION & HEALTH,CENTRAL,BUIKWE,BUIKWE,English,Owner,,50+,Male,Ugandan,Human health activities,,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,3000000
592,AGRICULTURE,CENTRAL,BUIKWE,TONGOLO,English,Manager,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,3,Partnership,,Farm,,Yes,No,0,0,0
593,FOOD PROCESSING,CENTRAL,BUIKWE,LUGAZI CENTRAL,English,Owner,,35-50,Male,Ugandan,Construction of buildings,,5,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,200000
594,AGRICULTURE,CENTRAL,LUWERO,LUWERO EAST,English,Owner,,25-34,Male,Ugandan,Education,"Crop and animal production, hunting and related service activities",5,Single owner/sole proprietorship,,Home,,Yes,Yes,0,0,2000000
595,EDUCATION & HEALTH,CENTRAL,BUIKWE,LUGAZI CENTRAL,English,Owner,,35-50,Male,Ugandan,Education,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,8000000
596,EDUCATION & HEALTH,CENTRAL,WAKISO,MAGANJO,English,Owner,,50+,Female,Ugandan,Education,,7,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,6000000
597,RECREATION & PERSONAL,KAMPALA,KAMPALA,KISENYI I,English,Owner,,35-50,Female,Ugandan,"Creative, arts and entertainment activities",,8,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,5000000
598,TRADING,KAMPALA,KAMPALA,NDEEBA,English,Owner,,50+,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,24,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,75000000
600,MINING,EASTERN,JINJA,WANYANGE,English,Owner,,35-50,Male,Ugandan,Telecommunications,"Financial service activities, except insurance and pension funding",10,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,1300000
601,FOOD PROCESSING,EASTERN,JINJA,WALUKUBA EAST,English,Owner,,35-50,Female,Ugandan,"Crop and animal production, hunting and related service activities",,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1000000
602,AGRICULTURE,EASTERN,JINJA,MPUMUDDE,English,Owner,,35-50,Male,Ugandan,Repair and installation of machinery and equipment,"Crop and animal production, hunting and related service activities",12,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,1950000
604,EDUCATION & HEALTH,KAMPALA,KAMPALA,GGABA,English,Owner,,35-50,Female,Ugandan,Activities of households as employers of domestic personnel,Education,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,600000
605,TRADING,CENTRAL,WAKISO,NABWERU SOUTH,Luganda,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,9,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,700000
607,EDUCATION & HEALTH,KAMPALA,KAMPALA,KASUBI,English,Owner,,35-50,Female,Ugandan,Human health activities,,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
609,TRADING,NORTHERN,ARUA,BAZAAR WARD,English,Manager,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,310000
613,TRADING,KAMPALA,KAMPALA,KIKAYA,English,Owner,,18-24,Male,Ugandan,"Computer programming, consultancy and related activities",,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,2000000
614,FOOD PROCESSING,EASTERN,JINJA,MAGWA WARD,English,Owner,,25-34,Male,Ugandan,Food and beverage service activities,,6,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,200000
616,EDUCATION & HEALTH,EASTERN,JINJA,BUWENGE SOUTH WARD,English,Owner,,35-50,Male,Ugandan,Education,,5,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,3000000
,,,,,,,,,,,,,,,,,,,,,,
618,AGRICULTURE,CENTRAL,NAKASEKE,KATUUGO,Runyankole,Manager,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,28,Single owner/sole proprietorship,,Farm,,No,No,0,0,840000
619,EDUCATION & HEALTH,KAMPALA,KAMPALA,NAKAWA,English,Manager,,35-50,Female,Ugandan,Education,"Creative, arts and entertainment activities",5,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,2000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
625,AGRICULTURE,CENTRAL,NAKASEKE,KITEYONGERA,Runyankole,Owner,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,35,Single owner/sole proprietorship,,Farm,,No,No,0,0,300000
626,AGRICULTURE,CENTRAL,NAKASEKE,KITEYONGERA,Runyankole,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,25,Single owner/sole proprietorship,,Farm,,No,No,0,0,90000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
631,FORESTRY,KAMPALA,KAMPALA,NAKIVUBO,English,Owner,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,9,Single owner/sole proprietorship,,Other (please specify),Favourable environment,Yes,No,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
633,RECREATION & PERSONAL,KAMPALA,KAMPALA,BWAISE II,English,Owner,,35-50,Male,Ugandan,"Creative, arts and entertainment activities",,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,100000
635,INFORMATION & COMMUNICATION,EASTERN,MBALE,MASABA WARD,English,Owner,,25-34,Male,Ugandan,"Computer programming, consultancy and related activities","Electricity, gas, steam and air conditioning supply",5,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,2000000
636,FINANCIAL,WESTERN,RUKUNGIRI,RWAKABENGO,English,Manager,,35-50,Male,Ugandan,"Financial service activities, except insurance and pension funding",,4,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,700000
,,,,,,,,,,,,,,,,,,,,,,
638,FOOD PROCESSING,EASTERN,MBALE,NABUYONGA WARD,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,5,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,Yes,No,1,1,20000000
639,RECREATION & PERSONAL,WESTERN,RUKUNGIRI,KINYASANO,English,Owner,,35-50,Male,Ugandan,"Creative, arts and entertainment activities",Education,14,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,1000000
640,AGRICULTURE,CENTRAL,NAKASEKE,KATUUGO,Runyankole,Manager,,50+,Female,Ugandan,"Crop and animal production, hunting and related service activities",,30,Single owner/sole proprietorship,,Farm,,No,No,0,0,200000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
645,CONSTRUCTION,WESTERN,KABALE,CENTRAL,English,Owner,,50+,Male,Ugandan,"Electricity, gas, steam and air conditioning supply",,10,Single owner/sole proprietorship,,Home,,Yes,Yes,1,1,500000
646,AGRICULTURE,CENTRAL,NAKASEKE,BUWANA,Runyankole,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,20,Single owner/sole proprietorship,,Farm,,No,No,0,0,300000
647,RECREATION & PERSONAL,EASTERN,JINJA,BUWENGE SOUTH WARD,English,Owner,,35-50,Male,Ugandan,"Creative, arts and entertainment activities",Food and beverage service activities,12,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,400000
648,AGRICULTURE,EASTERN,JINJA,WALUKUBA EAST,English,Owner,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,10,Single owner/sole proprietorship,,Home,,Yes,Yes,1,1,700000
,,,,,,,,,,,,,,,,,,,,,,
650,FINANCIAL,EASTERN,JINJA,CENTRAL EAST WARD,English,Owner,,25-34,Male,Ugandan,"Insurance, reinsurance and pension funding, except compulsory social security",,19,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,13000000
651,AGRICULTURE,EASTERN,JINJA,KAKIRA,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,4,Single owner/sole proprietorship,,Home,,No,No,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
653,AGRICULTURE,CENTRAL,NAKASEKE,BUWANA,Runyankole,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,16,Single owner/sole proprietorship,,Farm,,No,No,0,0,1800000
654,AGRICULTURE,EASTERN,JINJA,NALINAIBI,English,Owner,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,20,Single owner/sole proprietorship,,Farm,,No,No,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
656,EDUCATION & HEALTH,WESTERN,KABALE,CENTRAL,English,Owner,,50+,Female,Ugandan,"Computer programming, consultancy and related activities",,8,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,Yes,0,0,80000
657,RECREATION & PERSONAL,WESTERN,KYEGEGWA,BUGIDO,English,Manager,,35-50,Male,Ugandan,"Creative, arts and entertainment activities",,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,600000
,,,,,,,,,,,,,,,,,,,,,,
659,OTHER MANUFACTURING,WESTERN,KABALE,CENTRAL,English,Owner,,35-50,Male,Ugandan,Manufacture of basic metals,,3,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,350000
660,EDUCATION & HEALTH,WESTERN,RUKUNGIRI,BIKURUNGU,English,Owner,,25-34,Male,Ugandan,Education,Manufacture of wearing apparel,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,300000
661,REAL ESTATE,WESTERN,KABALE,CENTRAL,English,Owner,,35-50,Male,Ugandan,Construction of buildings,,4,Partnership,,"Informal premises (e.g. informal market, street, vehicle,",,No,Yes,0,1,200000
662,FINANCIAL,WESTERN,RUKUNGIRI,KINYASANO,English,Owner,,35-50,Female,Ugandan,"Financial service activities, except insurance and pension funding",,4,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,1200000
663,TRANSPORT & STORAGE,KAMPALA,KAMPALA,NAKAWA,Luganda,Owner,,35-50,Male,Ugandan,Postal and courier activities,,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,3000000
664,RECREATION & PERSONAL,EASTERN,IGANGA,KASOKOSO,English,Owner,,25-34,Male,Ugandan,"Creative, arts and entertainment activities",,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,570000
665,RECREATION & PERSONAL,EASTERN,IGANGA,NABIDONGHA WARD,English,Manager,,25-34,Male,Ugandan,"Creative, arts and entertainment activities",Repair of computers and personal and household goods,16,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,670000
,,,,,,,,,,,,,,,,,,,,,,
667,AGRICULTURE,WESTERN,KYEGEGWA,BUGIDO,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,10,Single owner/sole proprietorship,,Home,,Yes,No,0,0,1800000
,,,,,,,,,,,,,,,,,,,,,,
669,FINANCIAL,WESTERN,RUKUNGIRI,NORTHERN A,English,Owner,,35-50,Male,Ugandan,"Financial service activities, except insurance and pension funding",,5,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,1000000
,,,,,,,,,,,,,,,,,,,,,,
671,FINANCIAL,WESTERN,KYEGEGWA,KABWEZA,English,Manager,,35-50,Male,Ugandan,"Financial service activities, except insurance and pension funding",,12,Co-operative,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,204128700
672,EDUCATION & HEALTH,CENTRAL,KALUNGU,KALUNGU TOWN COUNCIL,English,Owner,,35-50,Male,Ugandan,Education,"Crop and animal production, hunting and related service activities",16,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,5300000
673,RECREATION & PERSONAL,CENTRAL,KALUNGU,KALUNGU TOWN COUNCIL,English,Owner,,25-34,Female,Ugandan,"Computer programming, consultancy and related activities","Retail trade, except of motor vehicles and motorcycles",4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,500000
674,ACCOMODATION,WESTERN,RUKUNGIRI,KYATOKO WARD,English,Owner,,35-50,Female,Ugandan,Food and beverage service activities,,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,400000
677,INFORMATION & COMMUNICATION,KAMPALA,KAMPALA,MAKERERE I,English,Owner,,25-34,Male,Ugandan,"Computer programming, consultancy and related activities",,2,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,1,1,300000
678,OTHER MANUFACTURING,EASTERN,MBALE,MARALE,English,Owner,,35-50,Female,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,400000
,,,,,,,,,,,,,,,,,,,,,,
680,FOOD PROCESSING,EASTERN,MBALE,MASABA WARD,English,Manager,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,21,"Privately held, limited company",,Home,,Yes,Yes,0,0,3900000
682,FOOD PROCESSING,EASTERN,MBALE,MALUKHU WARD,English,Owner,,25-34,Female,Ugandan,Food and beverage service activities,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1800000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
685,FOOD PROCESSING,EASTERN,MBALE,MALUKHU WARD,English,Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,14,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,1,7000000
688,ACCOMODATION,WESTERN,RUKUNGIRI,KINYASANO,English,Manager,,35-50,Male,Ugandan,Food and beverage service activities,Accommodation,9,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1600000
689,TRADING,EASTERN,IGANGA,WALUGOGO WARD,Luganda,Manager,,25-34,Male,Ugandan,Architectural and engineering activities; technical testing and analysis,,36,Co-operative,,"Informal premises (e.g. informal market, street, vehicle,",,Yes,No,0,0,490000
,,,,,,,,,,,,,,,,,,,,,,
691,AGRICULTURE,CENTRAL,NAKASEKE,KITEYONGERA,Runyankole,Owner,,25-34,Male,Ugandan,"Crop and animal production, hunting and related service activities",,15,Single owner/sole proprietorship,,Farm,,No,No,0,0,1500000
692,INFORMATION & COMMUNICATION,NORTHERN,GULU,TECHO,English,Owner,,25-34,Male,Ugandan,"Computer programming, consultancy and related activities","Retail trade, except of motor vehicles and motorcycles",5,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,320000
693,FINANCIAL,NORTHERN,GULU,QUEEN S AVENUE,English,Manager,,35-50,Male,Ugandan,"Insurance, reinsurance and pension funding, except compulsory social security",,5,Publicly listed company (PLC),,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,3000000
694,FOOD PROCESSING,NORTHERN,GULU,PATUDA,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,400000
695,RECREATION & PERSONAL,NORTHERN,GULU,QUEEN S AVENUE,English,Owner,,35-50,Male,Ugandan,"Electricity, gas, steam and air conditioning supply","Motion picture, video and television programme production, sound recording and m",15,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,600000
696,INFORMATION & COMMUNICATION,NORTHERN,GULU,QUEEN S AVENUE,English,Owner,,35-50,Male,Ugandan,"Computer programming, consultancy and related activities",Education,15,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,2000000
697,RECREATION & PERSONAL,NORTHERN,GULU,PECE PRISONS,English,Owner,,25-34,Female,Ugandan,Manufacture of wearing apparel,,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,300000
698,RECREATION & PERSONAL,NORTHERN,GULU,PECE PRISONS,English,Owner,,35-50,Male,Ugandan,"Creative, arts and entertainment activities","Retail trade, except of motor vehicles and motorcycles",14,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,540000
